latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,7200,Europe/Berlin,GMT+2

time,weather_code (wmo code),relative_humidity_2m_mean (%),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),rain_sum (mm),snowfall_sum (cm)
2022-12-24,61,95,4.8,2.0,27543.88,2964.05,8.50,0.00
2022-12-25,61,95,6.2,3.3,27563.01,1775.99,5.20,0.00
2022-12-26,53,90,8.9,5.6,27588.90,141.13,1.70,0.00
2022-12-27,3,82,3.7,-1.2,27621.60,14976.84,0.00,0.00
2022-12-28,53,84,5.4,0.7,27661.10,0.00,2.20,0.00
2022-12-29,51,82,9.0,4.9,27707.48,11942.95,1.40,0.00
2022-12-30,51,77,6.8,2.4,27761.24,21435.04,0.50,0.00
2022-12-31,61,78,13.3,9.4,27822.29,0.00,4.50,0.00
2023-01-01,3,63,14.1,10.0,27890.46,14188.37,0.00,0.00
2023-01-02,53,75,12.1,8.9,27965.53,11649.95,2.60,0.00
2023-01-03,3,88,5.3,1.7,28047.27,22684.39,0.00,0.00
2023-01-04,61,89,6.5,1.9,28135.48,0.00,9.70,0.00
2023-01-05,53,83,7.9,3.3,28229.95,19306.23,2.50,0.00
2023-01-06,51,85,6.6,3.3,28330.44,1965.52,0.50,0.00
2023-01-07,3,93,6.9,4.3,28436.75,20160.99,0.00,0.00
2023-01-08,51,88,6.9,3.5,28548.65,0.00,1.30,0.00
2023-01-09,61,90,5.6,2.3,28665.92,11247.42,4.10,0.00
2023-01-10,3,89,5.1,1.5,28788.36,12700.99,0.00,0.00
2023-01-11,61,87,6.1,2.1,28915.73,0.00,7.40,0.00
2023-01-12,61,83,7.9,3.0,29047.82,22.09,4.70,0.00
2023-01-13,55,80,8.6,4.1,29184.43,16531.45,2.70,0.00
2023-01-14,61,78,7.2,2.1,29325.34,6915.72,7.60,0.00
2023-01-15,61,77,7.1,1.9,29470.34,7253.76,4.70,0.00
2023-01-16,3,72,4.3,-0.7,29619.24,22785.88,0.00,0.00
2023-01-17,71,80,2.7,-2.1,29771.82,13362.92,0.60,0.07
2023-01-18,73,90,-1.2,-4.7,29928.11,0.00,0.40,0.56
2023-01-19,3,84,-1.1,-5.4,30089.79,18568.58,0.00,0.00
2023-01-20,71,92,-1.7,-5.1,30256.98,18098.33,0.00,0.14
2023-01-21,73,85,0.6,-4.7,30429.35,0.00,0.90,2.80
2023-01-22,73,92,1.2,-3.1,30606.56,0.00,0.40,0.77
2023-01-23,3,90,0.9,-2.7,30788.29,14441.35,0.00,0.00
2023-01-24,3,88,-0.4,-3.9,30974.21,13030.74,0.00,0.00
2023-01-25,3,89,0.7,-2.4,31164.04,0.00,0.00,0.00
2023-01-26,3,87,-0.4,-3.7,31357.48,0.00,0.00,0.00
2023-01-27,71,88,1.0,-3.0,31554.21,0.00,0.20,0.07
2023-01-28,3,81,-0.6,-4.3,31753.96,6314.38,0.00,0.00
2023-01-29,71,81,1.0,-4.0,31956.46,0.00,0.00,0.14
2023-01-30,71,84,3.2,-2.9,32161.43,7538.89,5.40,0.35
2023-01-31,55,84,3.6,-2.1,32368.60,0.00,4.80,0.00
2023-02-01,73,85,3.8,-2.0,32577.72,4769.19,4.20,0.42
2023-02-02,51,81,3.3,-2.0,32788.54,21248.58,0.70,0.00
2023-02-03,73,86,5.2,-0.3,33000.82,10849.06,7.80,0.56
2023-02-04,51,77,1.1,-3.6,33214.32,24018.45,0.10,0.00
2023-02-05,3,77,-3.0,-7.2,33428.82,14284.62,0.00,0.00
2023-02-06,71,84,-2.8,-6.8,33644.09,8531.44,0.00,0.49
2023-02-07,3,80,-3.7,-7.5,33860.18,28991.92,0.00,0.00
2023-02-08,3,76,-3.1,-7.6,34079.15,29637.65,0.00,0.00
2023-02-09,3,63,-1.9,-7.0,34301.26,28746.58,0.00,0.00
2023-02-10,3,80,2.0,-2.6,34526.21,4068.16,0.00,0.00
2023-02-11,51,86,5.5,1.0,34753.77,0.00,0.20,0.00
2023-02-12,3,95,6.5,3.9,34983.67,0.00,0.00,0.00
2023-02-13,51,91,6.1,3.5,35215.66,0.00,0.10,0.00
2023-02-14,3,89,3.4,0.7,35449.50,23181.92,0.00,0.00
2023-02-15,3,91,1.3,-2.0,35684.96,30329.90,0.00,0.00
2023-02-16,51,81,3.9,0.4,35921.81,26503.13,0.30,0.00
2023-02-17,53,86,8.5,4.1,36159.83,0.00,3.40,0.00
2023-02-18,63,83,6.6,1.9,36398.80,238.53,12.30,0.00
2023-02-19,53,78,4.2,0.2,36638.51,28240.37,2.40,0.00
2023-02-20,51,79,6.6,1.2,36878.75,4110.60,1.00,0.00
2023-02-21,51,83,8.7,4.5,37119.33,14848.24,1.50,0.00
2023-02-22,3,82,6.8,3.9,37360.05,7721.67,0.00,0.00
2023-02-23,51,85,6.8,3.7,37600.70,11358.63,0.60,0.00
2023-02-24,71,87,3.4,-1.4,37841.12,0.00,2.20,0.14
2023-02-25,73,85,1.8,-3.6,38081.11,0.00,3.30,1.61
2023-02-26,73,72,0.0,-5.0,38320.48,33842.20,0.00,0.98
2023-02-27,73,78,0.2,-3.5,38559.30,24546.35,0.00,0.49
2023-02-28,71,72,0.3,-3.3,38799.52,34352.47,0.00,0.07
2023-03-01,3,66,0.1,-3.4,39041.42,33758.12,0.00,0.00
2023-03-02,3,89,0.1,-3.4,39284.82,25932.53,0.00,0.00
2023-03-03,3,91,-0.0,-3.7,39529.55,9869.23,0.00,0.00
2023-03-04,51,81,3.4,-1.4,39775.43,599.67,0.60,0.00
2023-03-05,71,75,1.4,-3.6,40022.28,27352.92,0.20,0.07
2023-03-06,73,84,1.1,-2.7,40269.94,15485.89,0.50,1.96
2023-03-07,73,90,1.2,-3.7,40518.24,0.00,2.30,0.91
2023-03-08,71,85,0.9,-3.1,40767.02,14855.16,0.60,0.49
2023-03-09,73,90,0.9,-3.2,41016.12,0.00,0.70,3.22
2023-03-10,73,93,3.2,-0.2,41265.38,11244.30,9.60,0.21
2023-03-11,75,77,1.3,-4.2,41514.64,30578.24,2.30,4.90
2023-03-12,73,77,1.9,-2.7,41763.74,19966.55,1.20,0.35
2023-03-13,55,84,10.0,6.0,42012.53,15274.30,5.00,0.00
2023-03-14,71,78,9.6,5.2,42260.86,32083.60,5.40,0.07
2023-03-15,51,71,2.7,-2.1,42508.56,35373.19,0.50,0.00
2023-03-16,3,67,3.1,-1.1,42755.49,38377.38,0.00,0.00
2023-03-17,3,56,7.2,2.3,43001.49,26919.94,0.00,0.00
2023-03-18,51,71,10.3,7.6,43246.40,38544.59,0.30,0.00
2023-03-19,61,83,9.7,7.7,43490.29,28800.00,6.30,0.00
2023-03-20,53,86,8.9,6.2,43734.92,11746.34,1.40,0.00
2023-03-21,55,84,8.7,6.4,43980.57,0.00,2.10,0.00
2023-03-22,53,79,11.5,8.7,44227.11,33605.48,1.60,0.00
2023-03-23,61,76,11.8,8.8,44474.38,22485.41,4.00,0.00
2023-03-24,51,78,11.8,8.6,44722.27,18046.10,1.70,0.00
2023-03-25,63,77,9.0,5.0,44970.61,32217.06,5.30,0.00
2023-03-26,53,74,7.9,3.8,45219.27,23062.14,1.90,0.00
2023-03-27,73,65,3.7,-1.5,45468.11,38024.44,0.70,0.77
2023-03-28,71,63,2.9,-2.6,45717.00,41766.67,0.00,0.21
2023-03-29,3,72,5.6,1.8,45965.77,27464.92,0.00,0.00
2023-03-30,63,84,10.7,8.0,46214.29,25142.32,5.40,0.00
2023-03-31,63,88,9.8,7.4,46462.42,17582.05,8.20,0.00
2023-04-01,53,92,7.5,4.7,46710.00,0.00,6.30,0.00
2023-04-02,51,68,4.2,-1.3,46956.89,29110.69,0.10,0.00
2023-04-03,3,67,1.7,-3.4,47202.92,14667.42,0.00,0.00
2023-04-04,3,68,1.7,-2.4,47447.95,22327.72,0.00,0.00
2023-04-05,73,78,2.0,-1.3,47691.82,39283.58,1.30,0.21
2023-04-06,3,68,3.9,0.2,47934.35,38054.78,0.00,0.00
2023-04-07,51,82,3.2,-0.3,48175.39,0.00,1.60,0.00
2023-04-08,51,82,7.3,4.1,48414.99,35123.09,0.20,0.00
2023-04-09,3,85,6.3,3.9,48654.83,33774.71,0.00,0.00
2023-04-10,3,77,8.9,6.0,48895.18,42310.06,0.00,0.00
2023-04-11,61,71,9.3,5.2,49135.91,28273.96,5.80,0.00
2023-04-12,53,74,7.7,4.1,49376.87,28849.82,1.70,0.00
2023-04-13,55,78,9.2,6.5,49617.92,27889.87,1.20,0.00
2023-04-14,53,90,7.4,4.7,49858.89,0.00,9.20,0.00
2023-04-15,53,90,9.5,6.8,50099.66,2416.66,4.50,0.00
2023-04-16,51,90,9.2,6.6,50340.04,655.39,1.50,0.00
2023-04-17,55,84,7.5,4.2,50579.88,22372.40,3.30,0.00
2023-04-18,51,81,8.2,4.5,50819.02,22873.78,0.10,0.00
2023-04-19,61,72,6.6,1.8,51057.28,29957.94,4.20,0.00
2023-04-20,53,81,9.2,6.4,51294.49,35204.71,1.30,0.00
2023-04-21,2,64,13.0,9.7,51530.48,47278.38,0.00,0.00
2023-04-22,3,61,13.8,11.2,51765.05,47618.57,0.00,0.00
2023-04-23,55,78,13.2,11.6,51998.02,24766.30,3.30,0.00
2023-04-24,51,75,12.2,9.2,52229.20,45929.61,0.60,0.00
2023-04-25,3,66,8.2,3.8,52458.37,20304.93,0.00,0.00
2023-04-26,51,66,6.4,1.7,52685.33,34823.44,0.50,0.00
2023-04-27,51,68,6.5,3.0,52909.87,37212.55,0.40,0.00
2023-04-28,3,70,9.3,6.2,53131.99,30211.34,0.00,0.00
2023-04-29,51,80,11.3,8.8,53353.32,16770.15,0.50,0.00
2023-04-30,1,71,8.5,5.8,53574.14,49310.39,0.00,0.00
2023-05-01,3,70,10.4,7.9,53794.26,47952.10,0.00,0.00
2023-05-02,51,68,10.7,7.5,54013.53,23260.12,0.40,0.00
2023-05-03,3,63,9.8,7.1,54231.74,49918.29,0.00,0.00
2023-05-04,3,67,11.2,8.9,54448.73,46438.65,0.00,0.00
2023-05-05,3,62,13.5,9.7,54664.31,41448.90,0.00,0.00
2023-05-06,63,84,9.5,6.2,54878.26,0.00,12.20,0.00
2023-05-07,3,72,10.6,7.0,55090.40,50347.67,0.00,0.00
2023-05-08,1,62,11.0,6.9,55300.51,50403.97,0.00,0.00
2023-05-09,0,55,12.8,8.4,55508.38,50400.00,0.00,0.00
2023-05-10,3,61,15.3,12.4,55713.79,46378.17,0.00,0.00
2023-05-11,3,63,16.1,13.6,55916.51,43200.00,0.00,0.00
2023-05-12,3,49,16.8,13.5,56116.29,50400.00,0.00,0.00
2023-05-13,2,50,16.1,12.7,56312.92,50446.00,0.00,0.00
2023-05-14,3,57,15.5,12.8,56506.12,50041.25,0.00,0.00
2023-05-15,3,69,14.7,13.3,56695.65,48396.33,0.00,0.00
2023-05-16,3,68,12.6,9.3,56881.26,33940.23,0.00,0.00
2023-05-17,51,62,10.3,6.7,57062.66,50891.15,0.10,0.00
2023-05-18,3,64,10.6,7.9,57239.78,39716.82,0.00,0.00
2023-05-19,3,61,13.2,10.1,57414.03,35018.75,0.00,0.00
2023-05-20,3,71,14.7,12.1,57585.59,30078.70,0.00,0.00
2023-05-21,51,66,20.0,18.8,57754.29,50660.05,0.10,0.00
2023-05-22,3,49,20.5,18.3,57919.95,50201.13,0.00,0.00
2023-05-23,53,67,16.3,14.5,58082.36,25246.30,2.60,0.00
2023-05-24,51,68,12.1,9.5,58241.35,21087.58,0.70,0.00
2023-05-25,3,69,14.4,12.6,58396.69,35608.72,0.00,0.00
2023-05-26,2,66,13.5,11.3,58548.19,52028.75,0.00,0.00
2023-05-27,0,61,13.9,12.1,58695.65,53375.28,0.00,0.00
2023-05-28,0,55,16.2,14.7,58838.85,53403.22,0.00,0.00
2023-05-29,3,53,16.2,13.5,58977.57,44875.26,0.00,0.00
2023-05-30,3,55,15.5,13.4,59111.62,53772.75,0.00,0.00
2023-05-31,3,50,17.2,15.3,59240.75,54127.63,0.00,0.00
2023-06-01,3,61,16.8,14.8,59364.76,52379.27,0.00,0.00
2023-06-02,51,54,14.7,11.2,59483.42,51686.47,0.30,0.00
2023-06-03,3,47,14.1,11.0,59596.50,50219.75,0.00,0.00
2023-06-04,0,43,16.3,14.3,59703.77,54726.21,0.00,0.00
2023-06-05,3,41,19.1,16.7,59805.03,51272.01,0.00,0.00
2023-06-06,51,52,19.6,18.1,59900.04,25200.00,0.40,0.00
2023-06-07,3,43,22.2,20.2,59988.68,45874.89,0.00,0.00
2023-06-08,3,40,22.9,20.6,60071.66,51919.63,0.00,0.00
2023-06-09,3,47,22.3,20.4,60149.07,54730.39,0.00,0.00
2023-06-10,51,52,22.3,20.6,60220.84,54160.49,0.10,0.00
2023-06-11,3,43,21.5,19.3,60286.91,53209.20,0.00,0.00
2023-06-12,3,39,21.1,18.4,60347.18,55372.05,0.00,0.00
2023-06-13,3,46,18.6,15.6,60401.60,50358.43,0.00,0.00
2023-06-14,3,55,18.4,16.0,60450.08,48067.86,0.00,0.00
2023-06-15,51,59,18.5,17.2,60492.58,45870.85,0.20,0.00
2023-06-16,65,87,15.6,15.0,60529.03,25361.55,28.90,0.00
2023-06-17,51,80,16.5,16.2,60559.38,44700.33,1.60,0.00
2023-06-18,51,70,19.2,19.6,60583.56,52632.95,0.10,0.00
2023-06-19,51,70,21.0,21.1,60601.55,34048.31,0.60,0.00
2023-06-20,53,81,21.1,22.7,60613.31,31917.74,1.70,0.00
2023-06-21,63,73,23.1,24.2,60618.79,47025.07,3.30,0.00
2023-06-22,61,62,22.9,22.8,60617.96,51449.06,2.20,0.00
2023-06-23,63,88,18.2,17.9,60610.79,0.00,28.00,0.00
2023-06-24,3,73,19.3,19.1,60597.28,54188.07,0.00,0.00
2023-06-25,51,68,21.4,22.5,60577.40,53279.85,0.50,0.00
2023-06-26,61,70,22.4,23.1,60551.14,53722.32,4.40,0.00
2023-06-27,51,66,17.4,14.9,60518.46,51566.36,1.00,0.00
2023-06-28,3,64,17.7,15.3,60478.98,39965.46,0.00,0.00
2023-06-29,3,70,19.5,19.6,60432.77,47822.24,0.00,0.00
2023-06-30,63,80,19.5,20.2,60379.97,29090.32,8.20,0.00
2023-07-01,55,69,19.7,18.9,60320.74,28169.16,2.20,0.00
2023-07-02,61,66,18.5,16.0,60255.22,52852.88,1.80,0.00
2023-07-03,3,55,18.0,15.0,60183.59,45278.16,0.00,0.00
2023-07-04,51,56,18.5,15.7,60106.00,54468.57,0.40,0.00
2023-07-05,61,63,18.7,16.4,60022.62,39413.51,3.70,0.00
2023-07-06,51,57,18.2,16.4,59933.62,54386.21,0.40,0.00
2023-07-07,3,55,20.2,19.4,59839.18,54339.03,0.00,0.00
2023-07-08,0,47,23.3,22.5,59739.46,54414.29,0.00,0.00
2023-07-09,3,46,25.0,24.5,59634.62,54232.49,0.00,0.00
2023-07-10,53,55,24.1,23.8,59524.85,50045.61,1.40,0.00
2023-07-11,3,60,23.4,23.6,59410.30,51361.16,0.00,0.00
2023-07-12,51,48,24.8,22.9,59291.17,46014.33,0.10,0.00
2023-07-13,51,56,20.9,19.5,59167.61,51308.86,0.10,0.00
2023-07-14,3,59,20.7,20.0,59039.78,47089.47,0.00,0.00
2023-07-15,3,44,26.6,25.5,58907.86,51894.89,0.00,0.00
2023-07-16,53,55,24.4,23.3,58772.02,49322.98,1.10,0.00
2023-07-17,51,51,21.6,19.5,58632.23,52193.91,0.10,0.00
2023-07-18,3,59,19.6,18.0,58487.31,52679.83,0.00,0.00
2023-07-19,51,59,19.9,19.0,58337.18,51829.73,0.30,0.00
2023-07-20,53,67,17.9,16.4,58182.11,52016.92,1.20,0.00
2023-07-21,53,67,17.1,16.3,58022.37,17704.08,1.40,0.00
2023-07-22,51,65,17.5,15.4,57858.22,51036.89,0.20,0.00
2023-07-23,51,54,20.7,18.5,57689.92,26675.74,0.50,0.00
2023-07-24,63,73,21.0,20.8,57517.71,41619.97,11.50,0.00
2023-07-25,51,66,18.4,16.7,57341.86,36734.76,0.10,0.00
2023-07-26,51,63,16.4,14.2,57162.59,46691.62,0.30,0.00
2023-07-27,53,78,16.2,14.9,56980.14,21463.58,3.30,0.00
2023-07-28,65,84,19.1,18.9,56794.75,27512.73,35.50,0.00
2023-07-29,63,87,19.1,20.0,56606.63,26143.04,11.60,0.00
2023-07-30,63,74,19.0,18.4,56416.01,40302.78,7.90,0.00
2023-07-31,53,82,17.4,16.4,56223.09,12706.90,5.10,0.00
2023-08-01,63,81,18.2,17.1,56028.08,22044.05,14.00,0.00
2023-08-02,53,71,18.7,16.9,55831.18,33944.45,2.40,0.00
2023-08-03,63,72,19.6,17.5,55632.60,50084.38,6.40,0.00
2023-08-04,51,75,18.6,18.0,55432.50,48545.23,0.80,0.00
2023-08-05,51,75,17.8,17.7,55231.09,28349.65,0.20,0.00
2023-08-06,55,89,16.0,16.1,55028.34,0.00,11.40,0.00
2023-08-07,51,76,15.9,12.7,54822.65,32468.00,1.70,0.00
2023-08-08,63,68,15.6,11.9,54613.86,43754.88,4.70,0.00
2023-08-09,51,70,15.6,13.7,54402.22,45311.49,0.20,0.00
2023-08-10,51,70,15.9,14.6,54187.95,43127.28,0.20,0.00
2023-08-11,3,70,18.2,18.1,53971.27,40534.76,0.00,0.00
2023-08-12,63,74,21.3,21.6,53752.40,25276.66,6.00,0.00
2023-08-13,3,74,21.3,22.1,53531.56,43668.12,0.00,0.00
2023-08-14,51,71,22.7,24.1,53308.94,45436.31,0.10,0.00
2023-08-15,65,79,24.3,27.2,53084.75,38358.07,10.90,0.00
2023-08-16,63,79,22.7,24.8,52859.18,48455.31,11.80,0.00
2023-08-17,53,73,21.4,21.5,52632.42,46876.11,0.80,0.00
2023-08-18,51,77,23.1,24.9,52404.65,47713.62,1.30,0.00
2023-08-19,3,72,24.8,27.0,52176.04,45109.68,0.00,0.00
2023-08-20,51,67,24.4,25.7,51946.76,46648.92,0.20,0.00
2023-08-21,3,66,22.8,23.3,51716.98,46363.33,0.00,0.00
2023-08-22,3,65,21.4,21.5,51486.88,12203.91,0.00,0.00
2023-08-23,3,66,21.2,21.0,51256.59,44676.68,0.00,0.00
2023-08-24,3,61,22.4,22.5,51026.28,40030.12,0.00,0.00
2023-08-25,63,68,23.5,24.6,50796.10,32338.42,5.80,0.00
2023-08-26,51,70,21.3,21.1,50565.98,32400.00,0.90,0.00
2023-08-27,51,75,17.4,17.1,50334.32,7404.32,0.80,0.00
2023-08-28,3,73,16.6,15.6,50100.90,17856.57,0.00,0.00
2023-08-29,53,86,15.2,14.7,49865.88,0.00,4.80,0.00
2023-08-30,51,77,16.3,15.9,49629.43,32838.96,0.20,0.00
2023-08-31,53,74,15.1,12.9,49391.71,42805.30,2.00,0.00
2023-09-01,51,74,15.7,14.3,49152.91,27299.70,0.20,0.00
2023-09-02,51,75,16.9,16.6,48913.16,40867.73,0.60,0.00
2023-09-03,3,72,16.9,15.9,48672.62,24605.93,0.00,0.00
2023-09-04,2,72,17.9,17.9,48431.44,43480.11,0.00,0.00
2023-09-05,3,68,20.5,20.4,48189.77,43316.18,0.00,0.00
2023-09-06,0,66,20.9,21.0,47947.75,43309.20,0.00,0.00
2023-09-07,3,60,21.8,20.9,47705.53,43248.45,0.00,0.00
2023-09-08,0,61,22.1,21.5,47463.23,43117.11,0.00,0.00
2023-09-09,3,59,22.4,21.8,47221.01,43012.94,0.00,0.00
2023-09-10,0,62,22.0,22.1,46978.98,42915.34,0.00,0.00
2023-09-11,3,60,22.8,23.2,46737.29,42746.71,0.00,0.00
2023-09-12,3,65,22.3,22.8,46496.05,38659.73,0.00,0.00
2023-09-13,63,80,19.9,19.7,46255.42,42272.17,7.20,0.00
2023-09-14,51,67,16.5,15.0,46015.50,42035.25,0.20,0.00
2023-09-15,3,67,17.0,15.3,45776.24,41798.25,0.00,0.00
2023-09-16,2,62,19.0,17.6,45536.02,41559.66,0.00,0.00
2023-09-17,3,71,20.2,20.7,45294.59,39733.03,0.00,0.00
2023-09-18,51,69,21.7,21.3,45052.10,27786.25,0.50,0.00
2023-09-19,51,65,18.5,16.0,44808.69,31983.08,0.10,0.00
2023-09-20,3,59,19.4,17.4,44564.50,38884.89,0.00,0.00
2023-09-21,3,64,20.8,20.0,44319.67,40344.84,0.00,0.00
2023-09-22,55,80,17.7,17.2,44074.35,10765.08,3.80,0.00
2023-09-23,3,71,15.2,12.7,43828.66,34798.07,0.00,0.00
2023-09-24,2,73,14.5,13.3,43582.76,38748.03,0.00,0.00
2023-09-25,3,75,15.2,13.8,43336.76,39102.50,0.00,0.00
2023-09-26,3,80,17.7,17.8,43090.83,37282.07,0.00,0.00
2023-09-27,3,79,19.1,19.8,42845.08,37547.50,0.00,0.00
2023-09-28,3,71,19.9,20.0,42599.66,37864.68,0.00,0.00
2023-09-29,53,81,18.4,18.8,42354.70,17846.84,1.40,0.00
2023-09-30,3,76,15.8,14.0,42110.35,35996.46,0.00,0.00
2023-10-01,51,71,16.1,14.6,41866.74,19953.03,0.30,0.00
2023-10-02,3,75,18.4,18.3,41624.02,36305.70,0.00,0.00
2023-10-03,63,75,18.1,16.3,41382.32,17207.35,8.20,0.00
2023-10-04,51,73,14.4,11.0,41141.80,33635.26,0.30,0.00
2023-10-05,51,79,13.9,11.2,40902.38,12491.65,1.00,0.00
2023-10-06,55,83,14.3,12.3,40662.33,8805.51,1.70,0.00
2023-10-07,61,83,16.1,13.7,40421.35,0.00,11.20,0.00
2023-10-08,53,74,12.2,10.3,40179.62,32403.18,1.90,0.00
2023-10-09,61,83,10.6,8.6,39937.30,5045.48,4.10,0.00
2023-10-10,53,89,13.8,12.9,39694.54,12868.48,2.00,0.00
2023-10-11,3,70,18.3,16.4,39451.50,33690.07,0.00,0.00
2023-10-12,61,82,15.4,14.2,39208.34,10019.85,5.40,0.00
2023-10-13,51,84,16.6,15.2,38965.24,12382.60,0.50,0.00
2023-10-14,61,67,15.2,11.4,38722.36,31222.19,4.70,0.00
2023-10-15,51,68,8.7,3.6,38479.86,34342.96,0.40,0.00
2023-10-16,51,81,7.1,3.4,38237.93,33954.26,0.40,0.00
2023-10-17,3,85,6.3,4.2,37996.73,13429.12,0.00,0.00
2023-10-18,3,83,5.7,2.6,37756.46,32901.87,0.00,0.00
2023-10-19,53,84,7.1,3.1,37517.29,0.00,3.80,0.00
2023-10-20,55,94,6.2,1.4,37279.41,0.00,8.10,0.00
2023-10-21,51,90,10.6,8.4,37043.02,31130.57,0.10,0.00
2023-10-22,55,85,12.4,10.6,36808.30,29660.60,1.40,0.00
2023-10-23,51,87,11.3,10.0,36575.48,28795.94,0.30,0.00
2023-10-24,61,92,11.6,10.0,36344.76,0.00,8.60,0.00
2023-10-25,51,90,10.7,9.3,36116.09,23310.83,0.40,0.00
2023-10-26,61,93,10.0,8.1,35887.54,0.00,6.60,0.00
2023-10-27,61,95,9.5,7.9,35658.79,0.00,6.70,0.00
2023-10-28,53,94,9.7,8.2,35430.06,4475.84,5.50,0.00
2023-10-29,61,85,11.9,9.0,35201.53,4383.84,5.10,0.00
2023-10-30,3,81,12.9,10.5,34973.41,12570.26,0.00,0.00
2023-10-31,53,85,11.4,8.3,34745.91,13507.52,3.70,0.00
2023-11-01,51,84,10.1,7.7,34519.26,22065.50,0.30,0.00
2023-11-02,53,80,11.3,8.2,34293.67,15044.85,3.60,0.00
2023-11-03,53,83,9.6,7.1,34069.38,5913.43,0.50,0.00
2023-11-04,53,71,8.9,4.6,33846.60,26681.19,1.00,0.00
2023-11-05,63,83,9.7,6.0,33625.59,11511.23,8.90,0.00
2023-11-06,61,73,10.4,5.7,33406.60,27305.74,2.80,0.00
2023-11-07,3,80,9.2,5.4,33189.88,27168.48,0.00,0.00
2023-11-08,61,84,7.9,4.1,32975.70,13819.63,1.40,0.00
2023-11-09,51,73,9.0,5.0,32764.31,9377.21,0.10,0.00
2023-11-10,51,85,8.2,4.9,32556.00,24517.97,0.40,0.00
2023-11-11,51,89,5.6,2.8,32351.06,25054.09,0.70,0.00
2023-11-12,53,93,5.6,3.0,32149.77,10557.90,1.10,0.00
2023-11-13,61,90,5.2,1.9,31952.45,25730.48,4.50,0.00
2023-11-14,51,79,10.7,5.9,31759.13,20131.21,0.70,0.00
2023-11-15,53,87,7.8,4.4,31567.86,0.00,2.00,0.00
2023-11-16,53,85,6.4,2.8,31378.34,19934.80,2.50,0.00
2023-11-17,3,86,3.8,-0.9,31190.82,0.00,0.00,0.00
2023-11-18,3,88,4.0,0.6,31005.52,22235.04,0.00,0.00
2023-11-19,73,89,7.3,3.3,30822.70,17728.78,8.00,0.56
2023-11-20,63,94,9.3,7.4,30642.60,6281.70,15.20,0.00
2023-11-21,71,88,3.9,0.1,30465.48,0.00,2.70,0.07
2023-11-22,3,79,-1.1,-5.2,30291.59,20687.63,0.00,0.00
2023-11-23,71,81,7.2,1.3,30121.21,0.00,4.80,0.07
2023-11-24,75,81,4.1,-1.7,29954.60,18451.93,0.70,2.59
2023-11-25,73,86,1.0,-3.6,29792.05,16282.92,0.10,0.21
2023-11-26,3,84,-1.4,-5.5,29633.86,23473.12,0.00,0.00
2023-11-27,73,89,-0.2,-4.4,29480.29,0.00,0.10,1.47
2023-11-28,73,85,-1.5,-6.3,29331.65,8078.87,0.00,1.40
2023-11-29,73,83,-1.1,-6.3,29188.24,3600.00,0.00,2.10
2023-11-30,3,90,-4.1,-8.3,29050.36,22843.74,0.00,0.00
2023-12-01,3,90,-5.8,-9.8,28918.32,21045.09,0.00,0.00
2023-12-02,3,94,-3.4,-7.5,28792.43,259.69,0.00,0.00
2023-12-03,3,91,-2.8,-7.0,28673.01,18387.71,0.00,0.00
2023-12-04,3,87,-2.9,-7.5,28560.18,436.39,0.00,0.00
2023-12-05,71,86,-1.6,-6.8,28452.64,0.00,0.10,0.49
2023-12-06,71,95,0.1,-3.9,28350.18,0.00,1.00,0.70
2023-12-07,3,98,0.2,-2.8,28252.96,0.00,0.00,0.00
2023-12-08,73,94,0.3,-4.1,28161.11,7272.26,0.10,1.12
2023-12-09,51,95,2.1,-1.6,28074.78,14355.55,0.20,0.00
2023-12-10,71,91,4.7,0.3,27994.11,2234.91,7.60,0.14
2023-12-11,63,91,7.0,3.1,27919.25,6548.16,18.20,0.00
2023-12-12,51,96,5.5,2.8,27850.33,8744.88,1.80,0.00
2023-12-13,61,96,4.1,0.7,27787.48,0.00,8.80,0.00
2023-12-14,53,94,2.9,-0.5,27730.85,0.00,2.00,0.00
2023-12-15,51,96,2.7,-0.6,27680.55,0.00,0.50,0.00
2023-12-16,51,88,6.6,2.7,27636.72,14835.17,0.10,0.00
2023-12-17,3,86,8.0,3.8,27599.48,2061.35,0.00,0.00
2023-12-18,3,84,6.3,1.8,27568.95,0.00,0.00,0.00
2023-12-19,55,84,6.9,2.6,27545.23,0.00,6.00,0.00
2023-12-20,61,91,5.4,0.7,27528.44,0.00,6.70,0.00
2023-12-21,73,89,6.8,1.3,27518.68,0.00,17.80,0.28
2023-12-22,71,76,3.1,-3.9,27516.05,21851.14,0.60,0.21
2023-12-23,73,87,1.8,-3.6,27520.64,0.00,1.60,1.75
2023-12-24,73,93,6.6,2.4,27532.54,0.00,10.50,1.05
2023-12-25,61,87,9.4,5.2,27551.85,18000.00,6.50,0.00
2023-12-26,63,85,8.4,4.1,27578.47,19519.77,16.70,0.00
2023-12-27,3,87,3.7,-0.4,27612.27,21455.46,0.00,0.00
2023-12-28,3,72,7.9,3.1,27653.12,18227.00,0.00,0.00
2023-12-29,61,77,8.8,3.9,27700.85,10800.00,6.60,0.00
2023-12-30,61,84,6.2,1.7,27755.34,21439.88,2.80,0.00
